"climateSegment","speciesName","count"
"d Climate Segment "," Nasturtium officinale",2
"e Climate Segment "," Nasturtium officinale",2
"f Climate Segment "," Nasturtium officinale",1
"a Climate Segment "," Nelumbo lutea",2
"b Climate Segment "," Nelumbo lutea",1
"c Climate Segment "," Nelumbo lutea",1
"d Climate Segment "," Nelumbo lutea",0
"e Climate Segment "," Nelumbo lutea",0
"f Climate Segment "," Nelumbo lutea",0
"a Climate Segment "," Nothoscordum bivalve",0
"b Climate Segment "," Nothoscordum bivalve",0
"c Climate Segment "," Nothoscordum bivalve",0
"d Climate Segment "," Nothoscordum bivalve",1
"e Climate Segment "," Nothoscordum bivalve",0
"f Climate Segment "," Nothoscordum bivalve",1
"a Climate Segment "," Nuphar advena",5
"b Climate Segment "," Nuphar advena",6
"c Climate Segment "," Nuphar advena",2
"d Climate Segment "," Nuphar advena",2
"e Climate Segment "," Nuphar advena",4
"f Climate Segment "," Nuphar advena",3
"a Climate Segment "," Nuphar variegata",3
"b Climate Segment "," Nuphar variegata",1
"c Climate Segment "," Nuphar variegata",0
"d Climate Segment "," Nuphar variegata",0
"e Climate Segment "," Nuphar variegata",0
"f Climate Segment "," Nuphar variegata",0
"a Climate Segment "," Nuttallanthus canadensis",10
"b Climate Segment "," Nuttallanthus canadensis",0
"c Climate Segment "," Nuttallanthus canadensis",0
"d Climate Segment "," Nuttallanthus canadensis",0
"e Climate Segment "," Nuttallanthus canadensis",0
"f Climate Segment "," Nuttallanthus canadensis",0
"a Climate Segment "," Nymphaea odorata",12
"b Climate Segment "," Nymphaea odorata",3
"c Climate Segment "," Nymphaea odorata",1
"d Climate Segment "," Nymphaea odorata",0
"e Climate Segment "," Nymphaea odorata",0
"f Climate Segment "," Nymphaea odorata",1
"a Climate Segment "," Nyssa sylvatica",12
"b Climate Segment "," Nyssa sylvatica",4
"c Climate Segment "," Nyssa sylvatica",2
"d Climate Segment "," Nyssa sylvatica",5
"e Climate Segment "," Nyssa sylvatica",9
"f Climate Segment "," Nyssa sylvatica",6
"a Climate Segment "," Obolaria virginica",0
"b Climate Segment "," Obolaria virginica",0
"c Climate Segment "," Obolaria virginica",0
"d Climate Segment "," Obolaria virginica",1
"e Climate Segment "," Obolaria virginica",5
"f Climate Segment "," Obolaria virginica",4
"a Climate Segment "," Oenothera biennis",10
"b Climate Segment "," Oenothera biennis",6
"c Climate Segment "," Oenothera biennis",8
"d Climate Segment "," Oenothera biennis",1
"e Climate Segment "," Oenothera biennis",7
"f Climate Segment "," Oenothera biennis",5
"a Climate Segment "," Oenothera clelandii",10
"b Climate Segment "," Oenothera clelandii",0
"c Climate Segment "," Oenothera clelandii",0
"d Climate Segment "," Oenothera clelandii",0
"e Climate Segment "," Oenothera clelandii",0
"f Climate Segment "," Oenothera clelandii",0
"a Climate Segment "," Oenothera filiformis",2
"b Climate Segment "," Oenothera filiformis",0
"c Climate Segment "," Oenothera filiformis",1
"d Climate Segment "," Oenothera filiformis",0
"e Climate Segment "," Oenothera filiformis",0
"f Climate Segment "," Oenothera filiformis",0
"a Climate Segment "," Oenothera filipes",0
"b Climate Segment "," Oenothera filipes",0
"c Climate Segment "," Oenothera filipes",0
"d Climate Segment "," Oenothera filipes",1
"e Climate Segment "," Oenothera filipes",0
"f Climate Segment "," Oenothera filipes",0
"a Climate Segment "," Oenothera fruticosa",11
"b Climate Segment "," Oenothera fruticosa",0
"c Climate Segment "," Oenothera fruticosa",0
"d Climate Segment "," Oenothera fruticosa",0
"e Climate Segment "," Oenothera fruticosa",0
"f Climate Segment "," Oenothera fruticosa",0
"a Climate Segment "," Oenothera gaura",4
"b Climate Segment "," Oenothera gaura",9
"c Climate Segment "," Oenothera gaura",6
"d Climate Segment "," Oenothera gaura",2
"e Climate Segment "," Oenothera gaura",3
"f Climate Segment "," Oenothera gaura",2
"a Climate Segment "," Oenothera laciniata",5
"b Climate Segment "," Oenothera laciniata",0
"c Climate Segment "," Oenothera laciniata",0
"d Climate Segment "," Oenothera laciniata",4
"e Climate Segment "," Oenothera laciniata",4
"f Climate Segment "," Oenothera laciniata",3
"a Climate Segment "," Oenothera nutans",0
"b Climate Segment "," Oenothera nutans",0
"c Climate Segment "," Oenothera nutans",2
"d Climate Segment "," Oenothera nutans",1
"e Climate Segment "," Oenothera nutans",0
"f Climate Segment "," Oenothera nutans",0
"a Climate Segment "," Oenothera parviflora",0
"b Climate Segment "," Oenothera parviflora",2
"c Climate Segment "," Oenothera parviflora",1
"d Climate Segment "," Oenothera parviflora",0
"e Climate Segment "," Oenothera parviflora",2
"f Climate Segment "," Oenothera parviflora",2
"a Climate Segment "," Oenothera perennis",0
"b Climate Segment "," Oenothera perennis",0
"c Climate Segment "," Oenothera perennis",0
"d Climate Segment "," Oenothera perennis",0
"e Climate Segment "," Oenothera perennis",2
"f Climate Segment "," Oenothera perennis",0
"a Climate Segment "," Oenothera pilosella",3
"b Climate Segment "," Oenothera pilosella",2
"c Climate Segment "," Oenothera pilosella",3
"d Climate Segment "," Oenothera pilosella",5
"e Climate Segment "," Oenothera pilosella",7
"f Climate Segment "," Oenothera pilosella",3
"a Climate Segment "," Oenothera triloba",0
"b Climate Segment "," Oenothera triloba",0
"c Climate Segment "," Oenothera triloba",0
"d Climate Segment "," Oenothera triloba",0
"e Climate Segment "," Oenothera triloba",1
"f Climate Segment "," Oenothera triloba",0
"a Climate Segment "," Oenothera villosa",5
"b Climate Segment "," Oenothera villosa",5
"c Climate Segment "," Oenothera villosa",4
"d Climate Segment "," Oenothera villosa",5
"e Climate Segment "," Oenothera villosa",5
"f Climate Segment "," Oenothera villosa",0
"a Climate Segment "," Onoclea sensibilis",8
"b Climate Segment "," Onoclea sensibilis",6
"c Climate Segment "," Onoclea sensibilis",7
"d Climate Segment "," Onoclea sensibilis",7
"e Climate Segment "," Onoclea sensibilis",8
"f Climate Segment "," Onoclea sensibilis",5
"a Climate Segment "," Onopordum acanthium",0
"b Climate Segment "," Onopordum acanthium",0
"c Climate Segment "," Onopordum acanthium",1
"d Climate Segment "," Onopordum acanthium",0
"e Climate Segment "," Onopordum acanthium",1
"f Climate Segment "," Onopordum acanthium",0
"a Climate Segment "," Ophioglossum vulgatum",0
"b Climate Segment "," Ophioglossum vulgatum",0
"c Climate Segment "," Ophioglossum vulgatum",1
"d Climate Segment "," Ophioglossum vulgatum",1
"e Climate Segment "," Ophioglossum vulgatum",7
"f Climate Segment "," Ophioglossum vulgatum",3
"a Climate Segment "," Opuntia humifusa",3
"b Climate Segment "," Opuntia humifusa",0
"c Climate Segment "," Opuntia humifusa",0
"d Climate Segment "," Opuntia humifusa",2
"e Climate Segment "," Opuntia humifusa",4
"f Climate Segment "," Opuntia humifusa",1
"a Climate Segment "," Orbexilum onobrychis",2
"b Climate Segment "," Orbexilum onobrychis",6
"c Climate Segment "," Orbexilum onobrychis",5
"d Climate Segment "," Orbexilum onobrychis",2
"e Climate Segment "," Orbexilum onobrychis",0
"f Climate Segment "," Orbexilum onobrychis",1
"a Climate Segment "," Orbexilum pedunculatum",4
"b Climate Segment "," Orbexilum pedunculatum",0
"c Climate Segment "," Orbexilum pedunculatum",0
"d Climate Segment "," Orbexilum pedunculatum",2
"e Climate Segment "," Orbexilum pedunculatum",6
"f Climate Segment "," Orbexilum pedunculatum",4
"a Climate Segment "," Orobanche fasciculata",1
"b Climate Segment "," Orobanche fasciculata",0
"c Climate Segment "," Orobanche fasciculata",0
"d Climate Segment "," Orobanche fasciculata",0
"e Climate Segment "," Orobanche fasciculata",0
"f Climate Segment "," Orobanche fasciculata",0
"a Climate Segment "," Orobanche riparia",0
"b Climate Segment "," Orobanche riparia",0
"c Climate Segment "," Orobanche riparia",0
"d Climate Segment "," Orobanche riparia",1
"e Climate Segment "," Orobanche riparia",1
"f Climate Segment "," Orobanche riparia",2
"a Climate Segment "," Orobanche uniflora",1
"b Climate Segment "," Orobanche uniflora",1
"c Climate Segment "," Orobanche uniflora",0
"d Climate Segment "," Orobanche uniflora",0
"e Climate Segment "," Orobanche uniflora",1
"f Climate Segment "," Orobanche uniflora",1
"a Climate Segment "," Oryzopsis asperifolia",1
"b Climate Segment "," Oryzopsis asperifolia",0
"c Climate Segment "," Oryzopsis asperifolia",0
"d Climate Segment "," Oryzopsis asperifolia",0
"e Climate Segment "," Oryzopsis asperifolia",0
"f Climate Segment "," Oryzopsis asperifolia",0
"a Climate Segment "," Osmorhiza claytonii",11
"b Climate Segment "," Osmorhiza claytonii",11
"c Climate Segment "," Osmorhiza claytonii",15
"d Climate Segment "," Osmorhiza claytonii",4
"e Climate Segment "," Osmorhiza claytonii",8
"f Climate Segment "," Osmorhiza claytonii",2
"a Climate Segment "," Osmorhiza longistylis",7
"b Climate Segment "," Osmorhiza longistylis",8
"c Climate Segment "," Osmorhiza longistylis",5
"d Climate Segment "," Osmorhiza longistylis",3
"e Climate Segment "," Osmorhiza longistylis",6
"f Climate Segment "," Osmorhiza longistylis",4
"a Climate Segment "," Osmunda claytoniana",4
"b Climate Segment "," Osmunda claytoniana",3
"c Climate Segment "," Osmunda claytoniana",2
"d Climate Segment "," Osmunda claytoniana",1
"e Climate Segment "," Osmunda claytoniana",0
"f Climate Segment "," Osmunda claytoniana",0
"a Climate Segment "," Osmunda regalis",13
"b Climate Segment "," Osmunda regalis",6
"c Climate Segment "," Osmunda regalis",3
"d Climate Segment "," Osmunda regalis",1
"e Climate Segment "," Osmunda regalis",5
"f Climate Segment "," Osmunda regalis",3
"a Climate Segment "," Osmundastrum cinnamomeum",11
"b Climate Segment "," Osmundastrum cinnamomeum",5
"c Climate Segment "," Osmundastrum cinnamomeum",3
"d Climate Segment "," Osmundastrum cinnamomeum",1
"e Climate Segment "," Osmundastrum cinnamomeum",6
"f Climate Segment "," Osmundastrum cinnamomeum",1
"a Climate Segment "," Ostrya virginiana",10
"b Climate Segment "," Ostrya virginiana",12
"c Climate Segment "," Ostrya virginiana",8
"d Climate Segment "," Ostrya virginiana",5
"e Climate Segment "," Ostrya virginiana",7
"f Climate Segment "," Ostrya virginiana",3
"a Climate Segment "," Oxalis dillenii",5
"b Climate Segment "," Oxalis dillenii",5
"c Climate Segment "," Oxalis dillenii",4
"d Climate Segment "," Oxalis dillenii",7
"e Climate Segment "," Oxalis dillenii",8
"f Climate Segment "," Oxalis dillenii",4
"a Climate Segment "," Oxalis florida",0
"b Climate Segment "," Oxalis florida",0
"c Climate Segment "," Oxalis florida",0
"d Climate Segment "," Oxalis florida",0
"e Climate Segment "," Oxalis florida",0
"f Climate Segment "," Oxalis florida",1
"a Climate Segment "," Oxalis grandis",0
"b Climate Segment "," Oxalis grandis",0
"c Climate Segment "," Oxalis grandis",2
"d Climate Segment "," Oxalis grandis",7
"e Climate Segment "," Oxalis grandis",9
"f Climate Segment "," Oxalis grandis",2
"a Climate Segment "," Oxalis stricta",11
"b Climate Segment "," Oxalis stricta",10
"c Climate Segment "," Oxalis stricta",15
"d Climate Segment "," Oxalis stricta",10
"e Climate Segment "," Oxalis stricta",14
"f Climate Segment "," Oxalis stricta",7
"a Climate Segment "," Oxalis violacea",4
"b Climate Segment "," Oxalis violacea",3
"c Climate Segment "," Oxalis violacea",4
"d Climate Segment "," Oxalis violacea",5
"e Climate Segment "," Oxalis violacea",12
"f Climate Segment "," Oxalis violacea",5
"a Climate Segment "," Oxydendrum arboreum",0
"b Climate Segment "," Oxydendrum arboreum",0
"c Climate Segment "," Oxydendrum arboreum",0
"d Climate Segment "," Oxydendrum arboreum",0
"e Climate Segment "," Oxydendrum arboreum",0
"f Climate Segment "," Oxydendrum arboreum",1
"a Climate Segment "," Oxypolis rigidior",12
"b Climate Segment "," Oxypolis rigidior",9
"c Climate Segment "," Oxypolis rigidior",7
"d Climate Segment "," Oxypolis rigidior",3
"e Climate Segment "," Oxypolis rigidior",4
"f Climate Segment "," Oxypolis rigidior",2
"a Climate Segment "," Packera aurea",8
"b Climate Segment "," Packera aurea",9
"c Climate Segment "," Packera aurea",7
"d Climate Segment "," Packera aurea",5
"e Climate Segment "," Packera aurea",11
"f Climate Segment "," Packera aurea",3
"a Climate Segment "," Packera glabella",0
"b Climate Segment "," Packera glabella",0
"c Climate Segment "," Packera glabella",0
"d Climate Segment "," Packera glabella",6
"e Climate Segment "," Packera glabella",7
"f Climate Segment "," Packera glabella",7
"a Climate Segment "," Packera obovata",5
"b Climate Segment "," Packera obovata",13
"c Climate Segment "," Packera obovata",16
"d Climate Segment "," Packera obovata",9
"e Climate Segment "," Packera obovata",7
"f Climate Segment "," Packera obovata",4
"a Climate Segment "," Packera paupercula",5
"b Climate Segment "," Packera paupercula",0
"c Climate Segment "," Packera paupercula",0
"d Climate Segment "," Packera paupercula",0
"e Climate Segment "," Packera paupercula",0
"f Climate Segment "," Packera paupercula",0
"a Climate Segment "," Packera plattensis",11
"b Climate Segment "," Packera plattensis",3
"c Climate Segment "," Packera plattensis",1
"d Climate Segment "," Packera plattensis",0
"e Climate Segment "," Packera plattensis",0
"f Climate Segment "," Packera plattensis",0
"a Climate Segment "," Panax quinquefolius",4
"b Climate Segment "," Panax quinquefolius",7
"c Climate Segment "," Panax quinquefolius",8
"d Climate Segment "," Panax quinquefolius",4
"e Climate Segment "," Panax quinquefolius",6
"f Climate Segment "," Panax quinquefolius",3
"a Climate Segment "," Panax trifolius",5
"b Climate Segment "," Panax trifolius",2
"c Climate Segment "," Panax trifolius",0
"d Climate Segment "," Panax trifolius",1
"e Climate Segment "," Panax trifolius",1
"f Climate Segment "," Panax trifolius",0
"a Climate Segment "," Panicum capillare",16
"b Climate Segment "," Panicum capillare",14
"c Climate Segment "," Panicum capillare",9
"d Climate Segment "," Panicum capillare",9
"e Climate Segment "," Panicum capillare",6
"f Climate Segment "," Panicum capillare",3
"a Climate Segment "," Panicum dichotomiflorum",9
"b Climate Segment "," Panicum dichotomiflorum",7
"c Climate Segment "," Panicum dichotomiflorum",8
"d Climate Segment "," Panicum dichotomiflorum",8
"e Climate Segment "," Panicum dichotomiflorum",12
"f Climate Segment "," Panicum dichotomiflorum",7
"a Climate Segment "," Panicum flexile",8
"b Climate Segment "," Panicum flexile",1
"c Climate Segment "," Panicum flexile",2
"d Climate Segment "," Panicum flexile",1
"e Climate Segment "," Panicum flexile",8
"f Climate Segment "," Panicum flexile",3
"a Climate Segment "," Panicum gattingeri",3
"b Climate Segment "," Panicum gattingeri",4
"c Climate Segment "," Panicum gattingeri",2
"d Climate Segment "," Panicum gattingeri",3
"e Climate Segment "," Panicum gattingeri",5
"f Climate Segment "," Panicum gattingeri",3
"a Climate Segment "," Panicum philadelphicum",0
"b Climate Segment "," Panicum philadelphicum",0
"c Climate Segment "," Panicum philadelphicum",1
"d Climate Segment "," Panicum philadelphicum",2
"e Climate Segment "," Panicum philadelphicum",0
"f Climate Segment "," Panicum philadelphicum",3
"a Climate Segment "," Panicum tuckermanii",6
"b Climate Segment "," Panicum tuckermanii",1
"c Climate Segment "," Panicum tuckermanii",0
"d Climate Segment "," Panicum tuckermanii",0
"e Climate Segment "," Panicum tuckermanii",0
"f Climate Segment "," Panicum tuckermanii",0
"a Climate Segment "," Panicum verrucosum",1
"b Climate Segment "," Panicum verrucosum",0
"c Climate Segment "," Panicum verrucosum",0
"d Climate Segment "," Panicum verrucosum",0
"e Climate Segment "," Panicum verrucosum",0
