"","climateSegment","speciesName","count"
"7154","b Climate Segment "," Phaseolus polystachios",0
"7155","c Climate Segment "," Phaseolus polystachios",0
"7156","d Climate Segment "," Phaseolus polystachios",2
"7157","e Climate Segment "," Phaseolus polystachios",3
"7158","f Climate Segment "," Phaseolus polystachios",3
"7171","a Climate Segment "," Phlox amplifolia",0
"7172","b Climate Segment "," Phlox amplifolia",0
"7173","c Climate Segment "," Phlox amplifolia",0
"7174","d Climate Segment "," Phlox amplifolia",0
"7175","e Climate Segment "," Phlox amplifolia",2
"7176","f Climate Segment "," Phlox amplifolia",2
"7189","a Climate Segment "," Phlox glaberrima",10
"7190","b Climate Segment "," Phlox glaberrima",0
"7191","c Climate Segment "," Phlox glaberrima",3
"7192","d Climate Segment "," Phlox glaberrima",4
"7193","e Climate Segment "," Phlox glaberrima",6
"7194","f Climate Segment "," Phlox glaberrima",7
"7213","a Climate Segment "," Phlox pilosa",17
"7214","b Climate Segment "," Phlox pilosa",5
"7215","c Climate Segment "," Phlox pilosa",0
"7216","d Climate Segment "," Phlox pilosa",0
"7217","e Climate Segment "," Phlox pilosa",2
"7218","f Climate Segment "," Phlox pilosa",4
"7219","a Climate Segment "," Phoradendron leucarpum",0
"7220","b Climate Segment "," Phoradendron leucarpum",0
"7221","c Climate Segment "," Phoradendron leucarpum",0
"7222","d Climate Segment "," Phoradendron leucarpum",0
"7223","e Climate Segment "," Phoradendron leucarpum",0
"7224","f Climate Segment "," Phoradendron leucarpum",2
"7225","a Climate Segment "," Phragmites australis",13
"7226","b Climate Segment "," Phragmites australis",1
"7227","c Climate Segment "," Phragmites australis",0
"7228","d Climate Segment "," Phragmites australis",1
"7229","e Climate Segment "," Phragmites australis",1
"7230","f Climate Segment "," Phragmites australis",0
"7243","a Climate Segment "," Phyllanthus caroliniensis",0
"7244","b Climate Segment "," Phyllanthus caroliniensis",1
"7245","c Climate Segment "," Phyllanthus caroliniensis",0
"7246","d Climate Segment "," Phyllanthus caroliniensis",0
"7247","e Climate Segment "," Phyllanthus caroliniensis",7
"7248","f Climate Segment "," Phyllanthus caroliniensis",7
"7267","a Climate Segment "," Physalis virginiana",9
"7268","b Climate Segment "," Physalis virginiana",1
"7269","c Climate Segment "," Physalis virginiana",0
"7270","d Climate Segment "," Physalis virginiana",0
"7271","e Climate Segment "," Physalis virginiana",2
"7272","f Climate Segment "," Physalis virginiana",1
"7339","a Climate Segment "," Planodes virginicum",0
"7340","b Climate Segment "," Planodes virginicum",0
"7341","c Climate Segment "," Planodes virginicum",0
"7342","d Climate Segment "," Planodes virginicum",0
"7343","e Climate Segment "," Planodes virginicum",4
"7344","f Climate Segment "," Planodes virginicum",5
"7357","a Climate Segment "," Plantago elongata",0
"7358","b Climate Segment "," Plantago elongata",0
"7359","c Climate Segment "," Plantago elongata",0
"7360","d Climate Segment "," Plantago elongata",2
"7361","e Climate Segment "," Plantago elongata",5
"7362","f Climate Segment "," Plantago elongata",1
"7369","a Climate Segment "," Plantago virginica",2
"7370","b Climate Segment "," Plantago virginica",2
"7371","c Climate Segment "," Plantago virginica",3
"7372","d Climate Segment "," Plantago virginica",6
"7373","e Climate Segment "," Plantago virginica",12
"7374","f Climate Segment "," Plantago virginica",6
"7381","a Climate Segment "," Platanthera ciliaris",6
"7382","b Climate Segment "," Platanthera ciliaris",0
"7383","c Climate Segment "," Platanthera ciliaris",0
"7384","d Climate Segment "," Platanthera ciliaris",0
"7385","e Climate Segment "," Platanthera ciliaris",0
"7386","f Climate Segment "," Platanthera ciliaris",0
"7423","a Climate Segment "," Platanthera peramoena",0
"7424","b Climate Segment "," Platanthera peramoena",0
"7425","c Climate Segment "," Platanthera peramoena",0
"7426","d Climate Segment "," Platanthera peramoena",1
"7427","e Climate Segment "," Platanthera peramoena",5
"7428","f Climate Segment "," Platanthera peramoena",2
"7447","a Climate Segment "," Pluchea camphorata",0
"7448","b Climate Segment "," Pluchea camphorata",0
"7449","c Climate Segment "," Pluchea camphorata",0
"7450","d Climate Segment "," Pluchea camphorata",0
"7451","e Climate Segment "," Pluchea camphorata",5
"7452","f Climate Segment "," Pluchea camphorata",5
"7459","a Climate Segment "," Poa autumnalis",0
"7460","b Climate Segment "," Poa autumnalis",0
"7461","c Climate Segment "," Poa autumnalis",2
"7462","d Climate Segment "," Poa autumnalis",1
"7463","e Climate Segment "," Poa autumnalis",7
"7464","f Climate Segment "," Poa autumnalis",2
"7465","a Climate Segment "," Poa chapmaniana",0
"7466","b Climate Segment "," Poa chapmaniana",0
"7467","c Climate Segment "," Poa chapmaniana",1
"7468","d Climate Segment "," Poa chapmaniana",2
"7469","e Climate Segment "," Poa chapmaniana",4
"7470","f Climate Segment "," Poa chapmaniana",4
"7477","a Climate Segment "," Poa palustris",6
"7478","b Climate Segment "," Poa palustris",0
"7479","c Climate Segment "," Poa palustris",0
"7480","d Climate Segment "," Poa palustris",0
"7481","e Climate Segment "," Poa palustris",0
"7482","f Climate Segment "," Poa palustris",0
"7483","a Climate Segment "," Poa saltuensis",6
"7484","b Climate Segment "," Poa saltuensis",2
"7485","c Climate Segment "," Poa saltuensis",0
"7486","d Climate Segment "," Poa saltuensis",0
"7487","e Climate Segment "," Poa saltuensis",0
"7488","f Climate Segment "," Poa saltuensis",0
"7507","a Climate Segment "," Pogonia ophioglossoides",7
"7508","b Climate Segment "," Pogonia ophioglossoides",2
"7509","c Climate Segment "," Pogonia ophioglossoides",0
"7510","d Climate Segment "," Pogonia ophioglossoides",0
"7511","e Climate Segment "," Pogonia ophioglossoides",0
"7512","f Climate Segment "," Pogonia ophioglossoides",0
"7525","a Climate Segment "," Polygala ambigua",0
"7526","b Climate Segment "," Polygala ambigua",0
"7527","c Climate Segment "," Polygala ambigua",0
"7528","d Climate Segment "," Polygala ambigua",1
"7529","e Climate Segment "," Polygala ambigua",3
"7530","f Climate Segment "," Polygala ambigua",5
"7531","a Climate Segment "," Polygala cruciata",8
"7532","b Climate Segment "," Polygala cruciata",1
"7533","c Climate Segment "," Polygala cruciata",0
"7534","d Climate Segment "," Polygala cruciata",0
"7535","e Climate Segment "," Polygala cruciata",0
"7536","f Climate Segment "," Polygala cruciata",0
"7537","a Climate Segment "," Polygala polygama",9
"7538","b Climate Segment "," Polygala polygama",2
"7539","c Climate Segment "," Polygala polygama",0
"7540","d Climate Segment "," Polygala polygama",0
"7541","e Climate Segment "," Polygala polygama",0
"7542","f Climate Segment "," Polygala polygama",0
"7555","a Climate Segment "," Polygala verticillata",8
"7556","b Climate Segment "," Polygala verticillata",6
"7557","c Climate Segment "," Polygala verticillata",0
"7558","d Climate Segment "," Polygala verticillata",0
"7559","e Climate Segment "," Polygala verticillata",0
"7560","f Climate Segment "," Polygala verticillata",0
"7609","a Climate Segment "," Polygonum tenue",13
"7610","b Climate Segment "," Polygonum tenue",2
"7611","c Climate Segment "," Polygonum tenue",0
"7612","d Climate Segment "," Polygonum tenue",2
"7613","e Climate Segment "," Polygonum tenue",1
"7614","f Climate Segment "," Polygonum tenue",1
"7639","a Climate Segment "," Pontederia cordata",15
"7640","b Climate Segment "," Pontederia cordata",5
"7641","c Climate Segment "," Pontederia cordata",1
"7642","d Climate Segment "," Pontederia cordata",0
"7643","e Climate Segment "," Pontederia cordata",1
"7644","f Climate Segment "," Pontederia cordata",0
"7669","a Climate Segment "," Populus tremuloides",14
"7670","b Climate Segment "," Populus tremuloides",6
"7671","c Climate Segment "," Populus tremuloides",5
"7672","d Climate Segment "," Populus tremuloides",0
"7673","e Climate Segment "," Populus tremuloides",0
"7674","f Climate Segment "," Populus tremuloides",0
"7681","a Climate Segment "," Potamogeton diversifolius",0
"7682","b Climate Segment "," Potamogeton diversifolius",0
"7683","c Climate Segment "," Potamogeton diversifolius",1
"7684","d Climate Segment "," Potamogeton diversifolius",5
"7685","e Climate Segment "," Potamogeton diversifolius",7
"7686","f Climate Segment "," Potamogeton diversifolius",2
"7711","a Climate Segment "," Potamogeton illinoensis",12
"7712","b Climate Segment "," Potamogeton illinoensis",2
"7713","c Climate Segment "," Potamogeton illinoensis",0
"7714","d Climate Segment "," Potamogeton illinoensis",0
"7715","e Climate Segment "," Potamogeton illinoensis",0
"7716","f Climate Segment "," Potamogeton illinoensis",0
"7717","a Climate Segment "," Potamogeton natans",7
"7718","b Climate Segment "," Potamogeton natans",1
"7719","c Climate Segment "," Potamogeton natans",0
"7720","d Climate Segment "," Potamogeton natans",0
"7721","e Climate Segment "," Potamogeton natans",0
"7722","f Climate Segment "," Potamogeton natans",0
"7765","a Climate Segment "," Potamogeton zosteriformis",6
"7766","b Climate Segment "," Potamogeton zosteriformis",2
"7767","c Climate Segment "," Potamogeton zosteriformis",0
"7768","d Climate Segment "," Potamogeton zosteriformis",0
"7769","e Climate Segment "," Potamogeton zosteriformis",0
"7770","f Climate Segment "," Potamogeton zosteriformis",0
"7789","a Climate Segment "," Proserpinaca palustris",12
"7790","b Climate Segment "," Proserpinaca palustris",1
"7791","c Climate Segment "," Proserpinaca palustris",1
"7792","d Climate Segment "," Proserpinaca palustris",1
"7793","e Climate Segment "," Proserpinaca palustris",2
"7794","f Climate Segment "," Proserpinaca palustris",1
"7825","a Climate Segment "," Prunus pensylvanica",5
"7826","b Climate Segment "," Prunus pensylvanica",0
"7827","c Climate Segment "," Prunus pensylvanica",0
"7828","d Climate Segment "," Prunus pensylvanica",0
"7829","e Climate Segment "," Prunus pensylvanica",0
"7830","f Climate Segment "," Prunus pensylvanica",0
"7831","a Climate Segment "," Prunus pumila",13
"7832","b Climate Segment "," Prunus pumila",1
"7833","c Climate Segment "," Prunus pumila",0
"7834","d Climate Segment "," Prunus pumila",0
"7835","e Climate Segment "," Prunus pumila",0
"7836","f Climate Segment "," Prunus pumila",0
"7849","a Climate Segment "," Prunus virginiana",11
"7850","b Climate Segment "," Prunus virginiana",14
"7851","c Climate Segment "," Prunus virginiana",3
"7852","d Climate Segment "," Prunus virginiana",0
"7853","e Climate Segment "," Prunus virginiana",1
"7854","f Climate Segment "," Prunus virginiana",0
"7873","a Climate Segment "," Pteridium aquilinum",11
"7874","b Climate Segment "," Pteridium aquilinum",2
"7875","c Climate Segment "," Pteridium aquilinum",1
"7876","d Climate Segment "," Pteridium aquilinum",0
"7877","e Climate Segment "," Pteridium aquilinum",3
"7878","f Climate Segment "," Pteridium aquilinum",1
"7879","a Climate Segment "," Pycnanthemum loomisii",0
"7880","b Climate Segment "," Pycnanthemum loomisii",0
"7881","c Climate Segment "," Pycnanthemum loomisii",1
"7882","d Climate Segment "," Pycnanthemum loomisii",2
"7883","e Climate Segment "," Pycnanthemum loomisii",4
"7884","f Climate Segment "," Pycnanthemum loomisii",5
"7891","a Climate Segment "," Pycnanthemum pycnanthemoides",0
"7892","b Climate Segment "," Pycnanthemum pycnanthemoides",0
"7893","c Climate Segment "," Pycnanthemum pycnanthemoides",0
"7894","d Climate Segment "," Pycnanthemum pycnanthemoides",2
"7895","e Climate Segment "," Pycnanthemum pycnanthemoides",8
"7896","f Climate Segment "," Pycnanthemum pycnanthemoides",3
"7897","a Climate Segment "," Pycnanthemum tenuifolium",6
"7898","b Climate Segment "," Pycnanthemum tenuifolium",1
"7899","c Climate Segment "," Pycnanthemum tenuifolium",2
"7900","d Climate Segment "," Pycnanthemum tenuifolium",6
"7901","e Climate Segment "," Pycnanthemum tenuifolium",11
"7902","f Climate Segment "," Pycnanthemum tenuifolium",7
"7927","a Climate Segment "," Pyrola elliptica",6
"7928","b Climate Segment "," Pyrola elliptica",1
"7929","c Climate Segment "," Pyrola elliptica",0
"7930","d Climate Segment "," Pyrola elliptica",0
"7931","e Climate Segment "," Pyrola elliptica",0
"7932","f Climate Segment "," Pyrola elliptica",0
"7933","a Climate Segment "," Pyrrhopappus carolinianus",0
"7934","b Climate Segment "," Pyrrhopappus carolinianus",0
"7935","c Climate Segment "," Pyrrhopappus carolinianus",0
"7936","d Climate Segment "," Pyrrhopappus carolinianus",0
"7937","e Climate Segment "," Pyrrhopappus carolinianus",0
"7938","f Climate Segment "," Pyrrhopappus carolinianus",2
"7951","a Climate Segment "," Quercus coccinea",7
"7952","b Climate Segment "," Quercus coccinea",0
"7953","c Climate Segment "," Quercus coccinea",0
"7954","d Climate Segment "," Quercus coccinea",1
"7955","e Climate Segment "," Quercus coccinea",4
"7956","f Climate Segment "," Quercus coccinea",0
"7957","a Climate Segment "," Quercus ellipsoidalis",10
"7958","b Climate Segment "," Quercus ellipsoidalis",0
"7959","c Climate Segment "," Quercus ellipsoidalis",0
"7960","d Climate Segment "," Quercus ellipsoidalis",0
"7961","e Climate Segment "," Quercus ellipsoidalis",0
"7962","f Climate Segment "," Quercus ellipsoidalis",0
"7963","a Climate Segment "," Quercus falcata",0
"7964","b Climate Segment "," Quercus falcata",0
"7965","c Climate Segment "," Quercus falcata",0
"7966","d Climate Segment "," Quercus falcata",1
"7967","e Climate Segment "," Quercus falcata",4
"7968","f Climate Segment "," Quercus falcata",3
"7975","a Climate Segment "," Quercus lyrata",0
"7976","b Climate Segment "," Quercus lyrata",0
"7977","c Climate Segment "," Quercus lyrata",0
"7978","d Climate Segment "," Quercus lyrata",2
"7979","e Climate Segment "," Quercus lyrata",1
"7980","f Climate Segment "," Quercus lyrata",5
"7987","a Climate Segment "," Quercus marilandica",0
"7988","b Climate Segment "," Quercus marilandica",0
"7989","c Climate Segment "," Quercus marilandica",0
"7990","d Climate Segment "," Quercus marilandica",3
"7991","e Climate Segment "," Quercus marilandica",6
"7992","f Climate Segment "," Quercus marilandica",5
"7993","a Climate Segment "," Quercus michauxii",0
"7994","b Climate Segment "," Quercus michauxii",0
"7995","c Climate Segment "," Quercus michauxii",0
"7996","d Climate Segment "," Quercus michauxii",1
"7997","e Climate Segment "," Quercus michauxii",8
"7998","f Climate Segment "," Quercus michauxii",5
"7999","a Climate Segment "," Quercus montana",0
"8000","b Climate Segment "," Quercus montana",0
"8001","c Climate Segment "," Quercus montana",0
"8002","d Climate Segment "," Quercus montana",2
"8003","e Climate Segment "," Quercus montana",6
"8004","f Climate Segment "," Quercus montana",2
"8011","a Climate Segment "," Quercus pagoda",0
"8012","b Climate Segment "," Quercus pagoda",0
"8013","c Climate Segment "," Quercus pagoda",0
"8014","d Climate Segment "," Quercus pagoda",0
"8015","e Climate Segment "," Quercus pagoda",1
"8016","f Climate Segment "," Quercus pagoda",4
"8017","a Climate Segment "," Quercus palustris",10
"8018","b Climate Segment "," Quercus palustris",2
"8019","c Climate Segment "," Quercus palustris",1
"8020","d Climate Segment "," Quercus palustris",1
"8021","e Climate Segment "," Quercus palustris",2
"8022","f Climate Segment "," Quercus palustris",5
"8035","a Climate Segment "," Quercus shumardii",1
"8036","b Climate Segment "," Quercus shumardii",1
"8037","c Climate Segment "," Quercus shumardii",1
"8038","d Climate Segment "," Quercus shumardii",0
"8039","e Climate Segment "," Quercus shumardii",2
"8040","f Climate Segment "," Quercus shumardii",4
"8041","a Climate Segment "," Quercus stellata",0
"8042","b Climate Segment "," Quercus stellata",1
"8043","c Climate Segment "," Quercus stellata",0
